"District Number","District Name","School Number",School Name," State and Local Funds "," Federal Funds "," State, Local and Federal Funds "," State and Local Funds "," Federal
Funds "," State, Local and Federal Funds "," Total Costs - State, Local and Federal Funds Per Pupil "
13,Dade,5981,DR. EDWARD L. WHIGHAM ELEMENTARY SCHOOL                                                             ,"  8,658 ",  835 ,"  9,493 ",  325 ,  66 ,  391 ,"  9,884 "
13,Dade,5991,"CHARLES DAVID WYCHE, JR ELEMENTARY SCHOOL                                                           ","  9,194 ",  883 ,"  10,077 ",  358 ,  66 ,  424 ,"  10,501 "
13,Dade,6001,HERBERT A. AMMONS MIDDLE SCHOOL                                                                     ,"  6,835 ",  151 ,"  6,986 ",  326 ,  39 ,  365 ,"  7,351 "
13,Dade,6011,GEORGIA JONES AYERS MIDDLE SCHOOL                                                                   ,"  7,743 ","  2,223 ","  9,966 ",  270 ,  54 ,  324 ,"  10,290 "
13,Dade,6021,ARVIDA MIDDLE SCHOOL                                                                                ,"  5,580 ",  366 ,"  5,946 ",  210 ,  41 ,  251 ,"  6,197 "
13,Dade,6023,ANDOVER MIDDLE SCHOOL                                                                               ,"  6,839 ",  733 ,"  7,572 ",  226 ,  50 ,  276 ,"  7,848 "
13,Dade,6031,BROWNSVILLE MIDDLE SCHOOL                                                                           ,"  9,371 ","  2,761 ","  12,132 ",  332 ,  68 ,  400 ,"  12,532 "
13,Dade,6041,PAUL W. BELL MIDDLE SCHOOL                                                                          ,"  9,321 ","  1,004 ","  10,325 ",  291 ,  56 ,  347 ,"  10,672 "
13,Dade,6051,CAROL CITY MIDDLE SCHOOL                                                                            ,"  9,469 ","  2,147 ","  11,616 ",  305 ,  67 ,  372 ,"  11,988 "
13,Dade,6071,GEORGE WASHINGTON CARVER MIDDLE SCHOOL                                                              ,"  7,473 ",  359 ,"  7,832 ",  256 ,  56 ,  312 ,"  8,144 "
13,Dade,6091,CITRUS GROVE MIDDLE SCHOOL                                                                          ,"  7,766 ","  1,368 ","  9,134 ",  283 ,  53 ,  336 ,"  9,470 "
13,Dade,6111,CUTLER BAY MIDDLE                                                                                   ,"  8,478 ","  1,819 ","  10,297 ",  301 ,  60 ,  361 ,"  10,658 "
13,Dade,6121,RUBEN DARIO MIDDLE SCHOOL                                                                           ,"  7,084 ",  826 ,"  7,910 ",  243 ,  47 ,  290 ,"  8,200 "
13,Dade,6161,LAWTON CHILES MIDDLE SCHOOL                                                                         ,"  6,627 ",  584 ,"  7,211 ",  237 ,  49 ,  286 ,"  7,497 "
13,Dade,6171,HENRY H. FILER MIDDLE SCHOOL                                                                        ,"  6,224 ",  858 ,"  7,082 ",  234 ,  46 ,  280 ,"  7,362 "
13,Dade,6211,GLADES MIDDLE SCHOOL                                                                                ,"  6,336 ",  502 ,"  6,838 ",  224 ,  43 ,  267 ,"  7,105 "
13,Dade,6221,HAMMOCKS MIDDLE SCHOOL                                                                              ,"  6,164 ",  633 ,"  6,797 ",  232 ,  46 ,  278 ,"  7,075 "
13,Dade,6231,HIALEAH MIDDLE SCHOOL                                                                               ,"  8,839 ","  1,178 ","  10,017 ",  293 ,  55 ,  348 ,"  10,365 "
13,Dade,6241,HIGHLAND OAKS MIDDLE SCHOOL                                                                         ,"  6,182 ",  456 ,"  6,638 ",  220 ,  43 ,  263 ,"  6,901 "
13,Dade,6251,HOMESTEAD MIDDLE SCHOOL                                                                             ,"  8,922 ","  1,822 ","  10,744 ",  338 ,  66 ,  404 ,"  11,148 "
13,Dade,6281,THOMAS JEFFERSON MIDDLE SCHOOL                                                                      ,"  13,515 ","  2,607 ","  16,122 ",  413 ,  81 ,  494 ,"  16,616 "
13,Dade,6301,JOHN F. KENNEDY MIDDLE SCHOOL                                                                       ,"  5,697 ",  690 ,"  6,387 ",  213 ,  43 ,  256 ,"  6,643 "
13,Dade,6331,KINLOCH PARK MIDDLE SCHOOL                                                                          ,"  6,584 ",  769 ,"  7,353 ",  225 ,  45 ,  270 ,"  7,623 "
13,Dade,6351,LAKE STEVENS MIDDLE SCHOOL                                                                          ,"  6,323 ",  744 ,"  7,067 ",  242 ,  50 ,  292 ,"  7,359 "
13,Dade,6361,JOSE DE DIEGO MIDDLE SCHOOL                                                                         ,"  7,277 ","  1,750 ","  9,027 ",  321 ,  63 ,  384 ,"  9,411 "
13,Dade,6391,MADISON MIDDLE SCHOOL                                                                               ,"  7,105 ","  1,718 ","  8,823 ",  251 ,  54 ,  305 ,"  9,128 "
13,Dade,6411,HORACE MANN MIDDLE SCHOOL                                                                           ,"  6,933 ","  1,216 ","  8,149 ",  236 ,  47 ,  283 ,"  8,432 "
13,Dade,6441,HOWARD D. MCMILLAN MIDDLE SCHOOL                                                                    ,"  7,187 ",  666 ,"  7,853 ",  267 ,  50 ,  317 ,"  8,170 "
13,Dade,6501,MIAMI LAKES MIDDLE SCHOOL                                                                           ,"  6,129 ",  585 ,"  6,714 ",  220 ,  41 ,  261 ,"  6,975 "
13,Dade,6521,MIAMI SPRINGS MIDDLE SCHOOL                                                                         ,"  6,286 ",  601 ,"  6,887 ",  218 ,  43 ,  261 ,"  7,148 "
13,Dade,6541,NAUTILUS MIDDLE SCHOOL                                                                              ,"  6,249 ",  365 ,"  6,614 ",  221 ,  41 ,  262 ,"  6,876 "
13,Dade,6571,NORLAND MIDDLE SCHOOL                                                                               ,"  6,179 ",  833 ,"  7,012 ",  223 ,  51 ,  274 ,"  7,286 "
13,Dade,6591,NORTH DADE MIDDLE SCHOOL                                                                            ,"  7,844 ","  1,887 ","  9,731 ",  269 ,  58 ,  327 ,"  10,058 "
13,Dade,6611,COUNTRY CLUB MIDDLE SCHOOL                                                                          ,"  6,958 ",  631 ,"  7,589 ",  229 ,  47 ,  276 ,"  7,865 "
13,Dade,6631,NORTH MIAMI MIDDLE SCHOOL                                                                           ,"  6,072 ","  1,212 ","  7,284 ",  237 ,  50 ,  287 ,"  7,571 "
13,Dade,6681,PALM SPRINGS MIDDLE SCHOOL                                                                          ,"  8,128 ","  1,097 ","  9,225 ",  293 ,  52 ,  345 ,"  9,570 "
13,Dade,6701,PALMETTO MIDDLE SCHOOL                                                                              ,"  6,394 ",  534 ,"  6,928 ",  228 ,  40 ,  268 ,"  7,196 "
13,Dade,6741,PONCE DE LEON MIDDLE SCHOOL                                                                         ,"  6,506 ",  627 ,"  7,133 ",  236 ,  47 ,  283 ,"  7,416 "
13,Dade,6751,HIALEAH GARDENS MIDDLE SCHOOL                                                                       ,"  5,372 ",  532 ,"  5,904 ",  194 ,  42 ,  236 ,"  6,140 "
13,Dade,6761,REDLAND MIDDLE SCHOOL                                                                               ,"  8,615 ","  1,665 ","  10,280 ",  319 ,  59 ,  378 ,"  10,658 "
13,Dade,6771,JORGE MAS CANOSA MIDDLE SCHOOL                                                                      ,"  5,919 ",  663 ,"  6,582 ",  250 ,  49 ,  299 ,"  6,881 "
13,Dade,6781,RICHMOND HEIGHTS MIDDLE SCHOOL                                                                      ,"  8,107 ",  930 ,"  9,037 ",  274 ,  56 ,  330 ,"  9,367 "
13,Dade,6801,RIVIERA MIDDLE SCHOOL                                                                               ,"  8,790 ",  673 ,"  9,463 ",  283 ,  54 ,  337 ,"  9,800 "
13,Dade,6821,ROCKWAY MIDDLE SCHOOL                                                                               ,"  6,095 ",  591 ,"  6,686 ",  215 ,  42 ,  257 ,"  6,943 "
13,Dade,6841,SHENANDOAH MIDDLE SCHOOL                                                                            ,"  5,753 ",  847 ,"  6,600 ",  225 ,  46 ,  271 ,"  6,871 "
13,Dade,6861,SOUTHWOOD MIDDLE SCHOOL                                                                             ,"  6,632 ",  381 ,"  7,013 ",  236 ,  46 ,  282 ,"  7,295 "
13,Dade,6881,SOUTH MIAMI MIDDLE SCHOOL                                                                           ,"  6,403 ",  585 ,"  6,988 ",  230 ,  47 ,  277 ,"  7,265 "
13,Dade,6901,W. R. THOMAS MIDDLE SCHOOL                                                                          ,"  6,510 ",  650 ,"  7,160 ",  256 ,  49 ,  305 ,"  7,465 "
13,Dade,6921,LAMAR LOUISE CURRY MIDDLE SCHOOL                                                                    ,"  5,890 ",  467 ,"  6,357 ",  221 ,  44 ,  265 ,"  6,622 "
13,Dade,6961,WEST MIAMI MIDDLE SCHOOL                                                                            ,"  6,782 ",  626 ,"  7,408 ",  249 ,  50 ,  299 ,"  7,707 "
13,Dade,7804,AMIKIDS MIAMI-DADE SOUTH                                                                            ,"  9,557 ",  208 ,"  9,765 ",  494 ,  29 ,  523 ,"  10,288 "
13,Dade,8012,PACE CENTER FOR GIRLS                                                                               ,"  9,206 ",  209 ,"  9,415 ",  497 ,  30 ,  527 ,"  9,942 "
13,Dade,8141,JUVENILE JUSTICE CENTER ALT ED                                                                      ,"  18,860 ",  279 ,"  19,139 ",  566 ,  64 ,  630 ,"  19,769 "
13,Dade,7840,TURNER/GUILFORD/KNIGHT                                                                              ,"  19,132 ",  334 ,"  19,466 ",  795 ,  47 ,  842 ,"  20,308 "
13,Dade,6052,MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER                                                              ,"  6,588 ",  613 ,"  7,201 ",  259 ,  51 ,  310 ,"  7,511 "
13,Dade,6081,CUTLER BAY SENIOR HIGH SCHOOL                                                                       ,"  8,902 ",  613 ,"  9,515 ",  261 ,  58 ,  319 ,"  9,834 "
13,Dade,7005,ITECH@THOMAS A EDISON EDUCATIONAL CENTER                                                            ,"  12,329 ","  1,547 ","  13,876 ",  436 ,  86 ,  522 ,"  14,398 "
13,Dade,7008,BIOTECH@RICHMOND HEIGHTS 9-12 HIGH SCHOOL                                                           ,"  7,273 ",  650 ,"  7,923 ",  261 ,  55 ,  316 ,"  8,239 "
13,Dade,7011,AMERICAN SENIOR HIGH SCHOOL                                                                         ,"  6,886 ",  683 ,"  7,569 ",  225 ,  46 ,  271 ,"  7,840 "
13,Dade,7021,CENTER FOR INTERNATIONAL EDUCATION A CAMBRIDGE ASSOCIATE SCHOOL                                     ,"  7,839 ",  364 ,"  8,203 ",  269 ,  57 ,  326 ,"  8,529 "
13,Dade,7029,TERRA ENVIRONMENTAL RESEARCH INSTITUTE                                                              ,"  6,083 ",  428 ,"  6,511 ",  214 ,  41 ,  255 ,"  6,766 "
13,Dade,7031,MAST@FIU                                                                                            ,"  6,555 ",  210 ,"  6,765 ",  247 ,  52 ,  299 ,"  7,064 "
13,Dade,7033,LAW ENFORCEMENT OFFICERS MEMORIAL HIGH SCHOOL                                                       ,"  8,127 ",  474 ,"  8,601 ",  256 ,  56 ,  312 ,"  8,913 "
13,Dade,7041,SCHOOL FOR ADVANCED STUDIES-WOLFSON                                                                 ,"  7,273 ",  124 ,"  7,397 ",  194 ,  28 ,  222 ,"  7,619 "
13,Dade,7048,ALONZO AND TRACY MOURNING SENIOR HIGH BISCAYNE BAY CAMPUS                                           ,"  5,779 ",  333 ,"  6,112 ",  198 ,  43 ,  241 ,"  6,353 "
13,Dade,7049,WESTLAND HIALEAH SENIOR HIGH SCHOOL                                                                 ,"  5,774 ",  808 ,"  6,582 ",  208 ,  40 ,  248 ,"  6,830 "
13,Dade,7051,G. HOLMES BRADDOCK SENIOR HIGH                                                                      ,"  6,804 ",  784 ,"  7,588 ",  252 ,  41 ,  293 ,"  7,881 "
13,Dade,7055,YOUNG WOMENS PREPARATORY ACADEMY                                                                    ,"  9,018 ",  248 ,"  9,266 ",  297 ,  61 ,  358 ,"  9,624 "
13,Dade,7056,YOUNG MEN'S PREPARATORY ACADEMY                                                                     ,"  10,587 ",  765 ,"  11,352 ",  363 ,  68 ,  431 ,"  11,783 "
13,Dade,7061,SCHOOL FOR ADVANCED STUDIES NORTH                                                                   ,"  5,586 ",  102 ,"  5,688 ",  146 ,  23 ,  169 ,"  5,857 "
13,Dade,7071,CORAL GABLES SENIOR HIGH SCHOOL                                                                     ,"  6,255 ",  587 ,"  6,842 ",  221 ,  43 ,  264 ,"  7,106 "
13,Dade,7081,DESIGN & ARCHITECTURE SENIOR HIGH                                                                   ,"  9,368 ",  285 ,"  9,653 ",  312 ,  58 ,  370 ,"  10,023 "
13,Dade,7091,SCHOOL FOR ADVANCED STUDIES - SOUTH                                                                 ,"  10,339 ",  172 ,"  10,511 ",  237 ,  46 ,  283 ,"  10,794 "
13,Dade,7101,CORAL REEF SENIOR HIGH SCHOOL                                                                       ,"  5,987 ",  386 ,"  6,373 ",  215 ,  41 ,  256 ,"  6,629 "
13,Dade,7111,HIALEAH SENIOR HIGH SCHOOL                                                                          ,"  7,127 ",  960 ,"  8,087 ",  240 ,  46 ,  286 ,"  8,373 "
13,Dade,7121,JOHN A. FERGUSON SENIOR HIGH                                                                        ,"  5,615 ",  581 ,"  6,196 ",  213 ,  41 ,  254 ,"  6,450 "
13,Dade,7131,HIALEAH-MIAMI LAKES SENIOR HIGH                                                                     ,"  7,824 ","  1,067 ","  8,891 ",  266 ,  50 ,  316 ,"  9,207 "
13,Dade,7141,DR. MICHAEL M. KROP SENIOR HIGH                                                                     ,"  6,133 ",  404 ,"  6,537 ",  222 ,  43 ,  265 ,"  6,802 "
13,Dade,7151,HOMESTEAD SENIOR HIGH SCHOOL                                                                        ,"  7,104 ","  1,067 ","  8,171 ",  246 ,  49 ,  295 ,"  8,466 "
13,Dade,7161,MAST ACADEMY                                                                                        ,"  7,385 ",  541 ,"  7,926 ",  263 ,  53 ,  316 ,"  8,242 "
13,Dade,7171,MEDICAL ACADEMY FOR SCIENCE AND TECHNOLOGY (M.A.S.T.) @ HOMESTEAD                                   ,"  6,294 ",  297 ,"  6,591 ",  222 ,  47 ,  269 ,"  6,860 "
13,Dade,7191,HIALEAH GARDENS SENIOR HIGH SCHOOL                                                                  ,"  5,555 ",  570 ,"  6,125 ",  204 ,  39 ,  243 ,"  6,368 "
13,Dade,7201,MIAMI BEACH SENIOR HIGH SCHOOL                                                                      ,"  6,230 ",  622 ,"  6,852 ",  229 ,  45 ,  274 ,"  7,126 "
13,Dade,7231,MIAMI CAROL CITY SENIOR HIGH                                                                        ,"  8,980 ","  2,169 ","  11,149 ",  316 ,  62 ,  378 ,"  11,527 "
13,Dade,7251,MIAMI CENTRAL SENIOR HIGH SCHOOL                                                                    ,"  7,288 ","  1,685 ","  8,973 ",  289 ,  57 ,  346 ,"  9,319 "
13,Dade,7271,MIAMI CORAL PARK SENIOR HIGH                                                                        ,"  6,659 ",  845 ,"  7,504 ",  239 ,  44 ,  283 ,"  7,787 "
13,Dade,7291,JOSE MARTI MAST 6-12 ACADEMY                                                                        ,"  7,044 ",  371 ,"  7,415 ",  263 ,  51 ,  314 ,"  7,729 "
13,Dade,7301,MIAMI EDISON SENIOR HIGH SCHOOL                                                                     ,"  9,999 ","  1,940 ","  11,939 ",  346 ,  63 ,  409 ,"  12,348 "
